business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
kFdR21vPWa26COwiO7kOSQ,Franciscan Inn & Suites,109 Bath St,Santa Barbara,CA,93101,34.4098365,-119.6947637,4.0,136,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'ByAppointmentOnly': 'False'}","Hotels, Hotels & Travel, Event Planning & Services, Bed & Breakfast","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
elnmOdMKGQvAF9FoVXg6Eg,Wheel Fun Rentals - 24 E Mason St,24 E Mason St,Santa Barbara,CA,93101,34.4136345,-119.6894577,4.5,156,1,"{'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'BusinessAcceptsCreditCards': 'True'}","Active Life, Shopping, Hotels & Travel, Bikes, Paddleboarding, Local Flavor, Beach Equipment Rentals, Tours, Bike Rentals, Sporting Goods","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-18:0'}"
6aVjQZnkUETPbU-qwM9qAQ,TravelStore,,Santa Barbara,CA,93101,34.4190051794,-119.7091746371,5.0,6,1,{'WiFi': 'None'},"Hotels & Travel, Travel Agents, Travel Services","{'Monday': '9:0-17:30', 'Tuesday': '9:0-17:30', 'Wednesday': '9:0-17:30', 'Thursday': '9:0-17:30', 'Friday': '9:0-17:30'}"
M-GMA5wbpjusPT04_zg4PA,Stardust Sportfishing,301 W Cabrillo Blvd,Santa Barbara,CA,93013,34.4086671,-119.6919769,4.5,48,1,"{'GoodForKids': 'True', 'WheelchairAccessible': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","ATV Rentals/Tours, Hotels & Travel, Tours, Fishing, Active Life, Boating","{'Monday': '6:0-18:0', 'Tuesday': '6:0-18:0', 'Wednesday': '6:0-18:0', 'Thursday': '6:0-18:0', 'Friday': '6:0-18:0', 'Saturday': '6:0-18:0', 'Sunday': '6:0-18:0'}"
cQFaUkvUyILSCd3vqhgJMg,Santa Barbara Maritime Museum,"113 Harbor Way, Ste 190",Santa Barbara,CA,93109,34.404272,-119.693761,4.5,26,1,"{'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'DogsAllowed': 'False', 'WiFi': ""u'free'""}","Tours, Arts & Entertainment, Museums, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-15:0', 'Thursday': '10:0-14:0', 'Friday': '10:0-15:0', 'Saturday': '10:0-13:0', 'Sunday': '10:0-14:0'}"
sZHLbLnw1vwHF1xDzuV1iw,Foley Food and Wine Society Tasting Room,36 State St,Santa Barbara,CA,93101,34.4132794,-119.6898862,4.5,11,1,"{'RestaurantsTakeOut': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '3', 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'ByAppointmentOnly': 'False', 'GoodForKids': 'False', 'WiFi': 'None', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'GoodForDancing': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'None'}","Wine Tasting Room, Tasting Classes, Bars, Wineries, Wine Bars, Tours, Food, Education, Wine Tasting Classes, Restaurants, Hotels & Travel, Nightlife, Barbeque, Wine Tours, Arts & Entertainment","{'Monday': '0:0-0:0', 'Thursday': '13:0-19:0', 'Friday': '13:0-19:0', 'Saturday': '13:0-19:0', 'Sunday': '13:0-19:0'}"
nhQswQDj-7YtK2YRndFrng,Budget Rent A Car,510 Anacapa St,Santa Barbara,CA,93101,34.4183666,-119.6947512,4.0,5,0,,"Car Rental, Hotels & Travel","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-14:0'}"
tpRUwSO56F2xTxzE04jqhg,Greyhound Bus Lines,224 Chapala St,Santa Barbara,CA,93101,34.413822,-119.692704,1.0,20,1,,"Public Transportation, Transportation, Hotels & Travel","{'Monday': '19:0-20:15', 'Tuesday': '19:0-20:15', 'Wednesday': '19:0-20:15', 'Thursday': '19:0-20:15', 'Friday': '19:0-20:15', 'Saturday': '19:0-20:15', 'Sunday': '19:0-20:15'}"
BZGHcvWyl9A3c8QEf4Y_kw,Holiday Inn Hotel Santa Barbara-Goleta,5650 Calle Real,Santa Barbara,CA,93117,34.4416294,-119.8210032,2.5,40,0,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Hotels, Event Planning & Services, Venues & Event Spaces, Hotels & Travel",
t08G_MSwHGMBUlCp1I5BUQ,Sunset Kidd Sailing Cruises and Whale Watching,"125 Harbor Way, Ste 13",Santa Barbara,CA,93109,34.4038985111,-119.6934379545,4.5,86,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': True}"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True', 'WiFi': ""u'no'""}","Boating, Active Life, Hotels & Travel, Boat Charters, Event Planning & Services, Tours, Whale Watching Tours","{'Monday': '8:0-22:30', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-19:30', 'Thursday': '8:0-17:30', 'Friday': '8:0-16:15', 'Saturday': '8:0-17:30', 'Sunday': '8:0-19:15'}"
tC7NTR33UP7QafxBcKxv-g,Coastal Properties,1086 Coast Village Rd,Santa Barbara,CA,93108,34.4217424,-119.6487165,4.0,8,1,{'BusinessAcceptsCreditCards': 'True'},"Property Management, Real Estate, Home Services, Hotels & Travel, Real Estate Services, Vacation Rentals","{'Monday': '9:0-17:30', 'Tuesday': '9:0-17:30', 'Wednesday': '9:0-17:30', 'Thursday': '9:0-17:30', 'Friday': '9:0-17:30', 'Saturday': '9:0-17:30', 'Sunday': '9:0-17:30'}"
pWoXaLokwdPD7nLYl1ffaA,AAA - Automobile Club of Southern California,3712 State St,Santa Barbara,CA,93105,34.4406937,-119.7430111,4.0,44,1,,"Life Insurance, Towing, Financial Services, Roadside Assistance, Insurance, Automotive, Auto Insurance, Hotels & Travel, Registration Services, Travel Services","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '10:0-14:0'}"
OevgFa-maNijC2anmt1_mQ,Holiday Inn Express Santa Barbara,17 W Haley St,Santa Barbara,CA,93101,34.4159952,-119.6957189,3.5,195,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
O52mdC91f3jGxMDuwrPWbQ,Hotel Andalucia,31 W Carillo St,Santa Barbara,CA,93101,34.420483,-119.702654,4.0,8,0,,"Event Planning & Services, Hotels & Travel, Hotels",
2WmByNqJqnb4-3KhhX6cTA,El Paseo Courtyard & Street of Spain,813 Anacapa St,Santa Barbara,CA,93101,34.4209088,-119.6991621,4.0,6,1,{'GoodForKids': 'True'},"Landmarks & Historical Buildings, Public Services & Government, Historical Tours, Local Flavor, Tours, Hotels & Travel",
rbT-MIIvpSQYmnADue9xKA,Best Western Plus Carpinteria Inn,4558 Carpinteria Ave,Carpinteria,CA,93013,34.4021206707,-119.5259054319,3.0,292,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
6IlR-3BtA1GISMljfRZfEw,Hotel Indigo Santa Barbara by IHG,121 State St,Santa Barbara,CA,93101,34.4134476,-119.6913345,3.5,248,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Resorts, Venues & Event Spaces, Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
lkLTSknBEvbLGwwc1lQRlQ,Inn by the Harbor,433 W Montecito St,Santa Barbara,CA,93101,34.4097466436,-119.6982209283,4.0,133,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
JZ1Vlmi-uGN8w5JNXEeHMw,Santa Barbara Travel,1028 State St,Santa Barbara,CA,93101,34.422337,-119.702606,4.5,15,1,"{'WiFi': ""u'free'"", 'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Travel Agents, Travel Services, Airlines, Hotels & Travel, Event Planning & Services, Transportation, Boat Charters","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}"
Sjy-9gFDRxBunW-t54t_LA,Summerland Beach Rides,,Summerland,CA,93013,34.4220518,-119.5981636,4.5,23,1,"{'WheelchairAccessible': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'DogsAllowed': 'False', 'ByAppointmentOnly': 'True'}","Tours, Beaches, Hotels & Travel, Active Life, Horseback Riding, Attraction Farms, Farms, Arts & Entertainment","{'Monday': '0:0-0:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-19:0'}"
OuXwt35S4Fx3ZpeDGACSdg,Super 8 by Wyndham Santa Barbara/Goleta,"6021 Hollister Ave, US Hwy 101  Exit Fairview Ave",Goleta,CA,93117,34.435352,-119.8310556,2.0,58,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Hotels, Event Planning & Services, Hotels & Travel",
pkOA1CkXFF_bRpnjrp5PYg,Preferred Limousine & Transportation,903 State St,Santa Barbara,CA,93101,34.420599,-119.701104,5.0,84,1,"{'WiFi': ""u'free'""}","Tours, Transportation, Airport Shuttles, Wine Tours, Hotels & Travel, Limos","{'Monday': '6:0-6:0', 'Tuesday': '6:0-6:0', 'Wednesday': '6:0-6:0', 'Thursday': '6:0-6:0', 'Friday': '6:0-6:0', 'Saturday': '6:0-6:0', 'Sunday': '6:0-6:0'}"
-JvB2PUfqNRjJZRgRpvWGg,Downtown Waterfront Electric Shuttle,1020 Chapala St,Santa Barbara,CA,93101,34.4210461,-119.7034734,4.0,15,1,,"Public Transportation, Transportation, Hotels & Travel",
CoILk77I0S2x3w6qWRPqbQ,Santa Barbara Ghost Tours,836 Anacapa St,Santa Barbara,CA,93102,34.4217314,-119.6987907,5.0,8,1,,"Tours, Historical Tours, Walking Tours, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
Y9Z5B9R5QJH2sRfqtYzRiA,National Car Rental,500 James Fowler Rd,Santa Barbara,CA,93117,34.42566,-119.83482,4.5,12,1,,"Hotels & Travel, Car Rental","{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-18:0'}"
TvBxBjed-iX6_22SwEYEFQ,Santa Barbara Wine Country Tours,32 E Haley St,Santa Barbara,CA,93101,34.4176801,-119.6943553,5.0,23,1,"{'WiFi': ""u'no'"", 'ByAppointmentOnly': 'False'}","Wine Tours, Tours, Cupcakes, Food, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-14:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}"
j1_nIeHKYuCZ05_Y1XEqSw,Beachside Taxi,310 S Canada St,Santa Barbara,CA,93103,34.422576,-119.670382,2.0,5,1,,"Airport Shuttles, Limos, Transportation, Taxis, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
MVky7WS7ghpVJJq_haBUdg,Santa Barbara Baby Company,,Santa Barbara,CA,93108,34.4381407,-119.6151426,5.0,11,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False'}","Party Equipment Rentals, Hotels & Travel, Furniture Rental, Local Services, Event Planning & Services, Shopping, Child Care & Day Care, Baby Gear & Furniture","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-21:0'}"
956T4nw0gCoORsLtes6rlg,Motel 6 Santa Barbara - State Street,3505 State St,Santa Barbara,CA,93105,34.4399624,-119.7389569,2.0,86,1,"{'WiFi': ""u'paid'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False'}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
a4Tp4Fx5IestpiMNVsSyHQ,Rose Cab,320 W Carrillo St,Santa Barbara,CA,93101,34.4177502,-119.7061473,3.0,30,1,,"Taxis, Transportation, Professional Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
qUZ6PIkYCAsR8WPiHe16pw,Savor Santa Barbara Food Tours,"133 E De La Guerra, Ste 179",Santa Barbara,CA,93101,34.4218416,-119.6975604,5.0,20,0,,"Food Tours, Local Flavor, Tours, Hotels & Travel, Food","{'Monday': '11:0-17:0', 'Tuesday': '11:0-17:0', 'Wednesday': '11:0-17:0', 'Thursday': '11:0-17:0', 'Friday': '11:0-17:0', 'Saturday': '11:0-17:0', 'Sunday': '11:0-17:0'}"
1a0cHufo-bV7K-tTXr-Elg,Junior's Taxi,,Santa Barbara,CA,93110,34.4360388521,-119.7839332296,3.0,17,1,,"Transportation, Hotels & Travel, Taxis","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
JL9BqMNHZmxa9omybAk4jA,Coastal Hideaways,"1211 Coast Village Rd, Ste 4",Santa Barbara,CA,93108,34.4205752,-119.6441788,2.5,19,1,{'BusinessAcceptsCreditCards': 'True'},"Home Services, Vacation Rentals, Event Planning & Services, Real Estate Services, Hotels, Hotels & Travel, Real Estate, Vacation Rental Agents","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-18:0'}"
OygPSSuDpubinWKKXWVKKA,Wine & Food Experience - Santa Barbara,"27 W Anapamu St, Ste 399",Santa Barbara,CA,93101,34.4224532,-119.7049986,5.0,6,0,,"Walking Tours, Food Tours, Hotels & Travel, Art Tours, Tours, Limos, Transportation, Wine Tours","{'Monday': '10:0-18:30', 'Tuesday': '10:0-18:30', 'Wednesday': '10:0-18:30', 'Thursday': '10:0-18:30', 'Friday': '10:0-18:30', 'Saturday': '10:0-18:30', 'Sunday': '10:0-18:30'}"
XIxRVknkLox7_Z9ppmHepg,Rancho Oso RV & Camping Resort,3750 Paradise Rd,Santa Barbara,CA,93105,34.5363550424,-119.7713184357,3.5,90,1,"{'ByAppointmentOnly': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True'}","Campgrounds, RV Parks, Hotels & Travel, Horseback Riding, Active Life","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
fKv8m4Vk7fezT35Pj0S1nA,Solimar Sands,4700 Sandyland Rd,Carpinteria,CA,93013,34.396137,-119.52753,3.5,15,1,,"Hotels & Travel, Home Services, Apartments, Real Estate, Vacation Rentals","{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0'}"
shtNOsRUiZtTa36RNzI32A,Hyatt Place Santa Barbara,4111 State St,Santa Barbara,CA,93110,34.4402791,-119.760044,3.0,67,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True'}","Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
Sa4XawsvhELaeL6-5-pGKg,La Playa Inn,116 Castillo St,Santa Barbara,CA,93101,34.4095661,-119.6951589,4.5,54,1,"{'WiFi': ""u'free'""}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
qxo35x030xfjwjxJ4LGC6w,The Presidio Hotel,1620 State St,Santa Barbara,CA,93101,34.4277775,-119.7100343,4.0,215,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Hotels & Travel, Hotels, Event Planning & Services",
F2PecFeTI-I9FTWlQCjMGg,Motel 6 Carpinteria North,4200 Via Real,Carpinteria,CA,93013,34.4048841,-119.5314791,2.0,107,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'paid'"", 'RestaurantsPriceRange2': '2'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
V2cQOeZwPBmjpln6_p1Ygw,Stearns Wharf,217 Starnms Wharf,Santa Barbara,CA,93190,34.4100137734,-119.6855497819,4.0,297,1,{'GoodForKids': 'True'},"Public Services & Government, Landmarks & Historical Buildings, Local Flavor, Restaurants, Tours, Shopping, Shopping Centers, Seafood, Hotels & Travel, Boat Tours","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
BQjBRH-IYQwpOKlDP4_Hbg,Pedego Tours and EBike Rentals,100 E Haley,Santa Barbara,CA,93101,34.4178969,-119.6942,5.0,5,0,{'BusinessAcceptsCreditCards': 'True'},"Hotels & Travel, Bike Rentals, Tours, Wine Tours, Active Life",
vZk-K-Anlr3m76lJJ0WZ_Q,DD Party Limo Bus,,Santa Barbara,CA,93105,34.4208305,-119.6981901,4.5,16,1,{'BusinessAcceptsCreditCards': 'True'},"Limos, Hotels & Travel, Event Planning & Services, Tours, Wine Tours, Transportation, Party & Event Planning, Party Bus Rentals","{'Monday': '8:0-0:0', 'Tuesday': '8:0-0:0', 'Wednesday': '8:0-0:0', 'Thursday': '8:0-0:0', 'Friday': '8:0-2:0', 'Saturday': '8:0-2:0', 'Sunday': '8:0-3:30'}"
qfOuGY0MMh068ZFDbG5Egw,Cheshire Cat Inn,36 W Valerio St,Santa Barbara,CA,93101,34.4272075,-119.7120215,4.5,232,1,"{'RestaurantsPriceRange2': '3', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Bed & Breakfast, Event Planning & Services, Hotels & Travel, Hotels, Guest Houses","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
ecapYwbEvmKHKAfsGA4tow,Santa Barbara Sunrise RV Park,516 S Salinas St,Santa Barbara,CA,93103,34.4217938,-119.6666463,3.5,88,1,"{'WiFi': ""u'free'""}","Hotels & Travel, RV Parks","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}"
fbEFbvTV1D8wmM3kf3S8Kw,TJ Limousine Service,,Santa Barbara,CA,93105,34.4208305,-119.6981901,4.5,7,1,"{'WiFi': ""u'free'""}","Hotels & Travel, Tours, Transportation, Limos, Taxis, Wine Tours, Airport Shuttles","{'Wednesday': '13:0-0:0', 'Thursday': '13:0-3:30', 'Friday': '11:0-3:30', 'Saturday': '10:0-3:30', 'Sunday': '13:0-0:0'}"
EloAb5ynqtruhIR6NzhiPA,Private Car Transportation,,Santa Barbara,CA,93101,34.420334,-119.7107494,5.0,6,1,"{'ByAppointmentOnly': 'False', 'WiFi': ""u'free'""}","Tours, Airport Shuttles, Limos, Town Car Service, Wine Tours, Taxis, Hotels & Travel, Transportation","{'Monday': '6:0-6:0', 'Tuesday': '6:0-6:0', 'Wednesday': '6:0-6:0', 'Thursday': '6:0-6:0', 'Friday': '6:0-6:0', 'Saturday': '6:0-6:0', 'Sunday': '6:0-6:0'}"
iiTApETRW5Ksl5m1MUGRug,Lovewater Surf School,,Santa Barbara,CA,93101,34.4208305,-119.6981901,5.0,28,0,"{'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'True', 'BikeParking': 'True', 'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Beaches, Specialty Schools, Adult Education, Surf Schools, Travel Services, Education, Active Life, Kids Activities, Surfing, Hotels & Travel, Swimming Lessons/Schools, Gyms, Fitness & Instruction, Paddleboarding","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-13:0'}"
7HByyj4ufC3HvgFjEqemGA,SB Executive Transportation,,Santa Barbara,CA,93101,34.420334,-119.7107494,4.0,10,1,{'BusinessAcceptsCreditCards': 'True'},"Hotels & Travel, Limos, Transportation, Airport Shuttles, Wine Tours, Tours","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
ixE9yNFYyXYtuZIEKKUl_A,Casa Del Sol,5585 Carpinteria Ave,Carpinteria,CA,93013,34.391549499999996,-119.5101665,2.5,50,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Real Estate, Property Management, Home Services, Bed & Breakfast, Hotels & Travel, Event Planning & Services, Hotels, Vacation Rentals","{'Monday': '7:30-22:30', 'Tuesday': '7:30-22:30', 'Wednesday': '7:30-22:30', 'Thursday': '7:30-22:30', 'Friday': '7:30-22:30', 'Saturday': '7:30-22:30', 'Sunday': '7:30-22:30'}"
_e_7wTfQYZEx3MJLBqvClg,Hideaway,420 W Montecito St,Santa Barbara,CA,93101,34.4101513606,-119.698196937,3.0,19,1,,"Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}"
1MSOoGQuDbj6C5euUoS-hA,Days Inn Santa Barbara,116 Castillo Street,Santa Barbara,CA,93101,34.4095661,-119.6951589,3.5,44,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
MnTKfAJmcLYB1XA7L7uCsQ,Courtyard by Marriott Santa Barbara Goleta,401 Storke Road,Goleta,CA,93117,34.4248466492,-119.8705215454,3.5,122,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True'}","Event Planning & Services, Venues & Event Spaces, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
